,Station code,srcStateName,Minimum temperature for ground water in celsius,Maximum temperature for ground water in celsius,Minimum potential of Hydrogen value in water,Maximum potential of Hydrogen value in water,Minimum Conductivity Level,Maximum Conductivity Level,Minimum Biochemical oxygen demand,Maximum Biochemical oxygen demand,Minimum  of Nitrate N + Nitrite N required required for ground water,Maximum  of Nitrate N + Nitrite N required required for ground water,Minimum  of Faecal Coliforms required for ground water,Maximum   of Faecal Coliforms required for ground water,Minimum  of total coliform required for ground water,Maximum  of total coliform required for ground water,srcYear,YearCode
2469,1596.0,LAKSHADWEEP,29.7,30.5,7.0,7.1,1893.0,3380.0,,,,,,,,,2017,2017
2470,1597.0,LAKSHADWEEP,29.9,31.0,7.1,7.5,679.0,689.0,,,,,,,,,2017,2017
2471,1598.0,LAKSHADWEEP,29.8,31.2,7.2,7.6,585.0,755.0,,,,,,,,,2017,2017
2472,1603.0,LAKSHADWEEP,29.7,31.1,6.9,7.2,2070.0,7050.0,,,,,,,,,2017,2017
2473,1604.0,LAKSHADWEEP,30.4,31.5,6.8,7.0,5087.0,7750.0,,,,,,,,,2017,2017
2474,1605.0,LAKSHADWEEP,29.8,31.2,7.1,7.4,1584.0,2200.0,,,,,,,,,2017,2017
2475,1606.0,LAKSHADWEEP,30.4,31.4,7.2,7.6,658.0,877.0,,,,,,,,,2017,2017
2476,52.0,MADHYA PRADESH,22.5,31.0,7.4,8.7,92.0,454.0,0.8,1.4,,0.9,1.0,2.0,30.0,40.0,2017,2017
2477,1616.0,MADHYA PRADESH,6.0,6.0,7.9,7.9,278.0,278.0,1.3,1.3,,,2.0,2.0,,,2017,2017
2478,1617.0,MADHYA PRADESH,28.0,28.0,6.7,7.5,342.0,384.0,0.9,0.9,,,2.0,2.0,130.0,130.0,2017,2017
2479,1618.0,MADHYA PRADESH,24.0,26.0,7.2,7.6,700.0,785.0,1.2,1.4,,1.38,,,33.0,34.0,2017,2017
2480,1619.0,MADHYA PRADESH,24.0,26.0,7.5,7.7,675.0,880.0,1.2,1.3,,1.4,,,22.0,34.0,2017,2017
2481,1897.0,MADHYA PRADESH,23.0,29.0,7.2,7.5,698.0,986.0,0.6,7.7,,2.68,1.0,1.0,4.0,7.0,2017,2017
2482,2143.0,MADHYA PRADESH,18.0,19.0,7.7,8.3,386.0,450.0,1.2,1.2,0.2,0.8,2.0,2.0,2.0,2.0,2017,2017
2483,2144.0,MADHYA PRADESH,17.0,19.0,7.7,8.4,416.0,435.0,1.1,1.1,0.2,0.5,2.0,2.0,2.0,2.0,2017,2017
2484,2145.0,MADHYA PRADESH,,,7.9,7.9,1523.0,2462.0,1.4,2.0,5.28,6.17,,,,,2017,2017
2485,2146.0,MADHYA PRADESH,27.0,27.0,7.8,8.2,2068.0,2173.0,1.8,2.8,3.69,8.15,,,,,2017,2017
2486,2148.0,MADHYA PRADESH,,,7.3,7.4,2174.0,3532.0,1.8,3.2,7.63,8.27,7.0,7.0,90.0,90.0,2017,2017
2487,2149.0,MADHYA PRADESH,,,7.8,7.8,1514.0,1514.0,2.0,2.0,2.26,2.26,,,,,2017,2017
2488,2150.0,MADHYA PRADESH,23.0,29.0,7.4,7.6,1135.0,4581.0,0.8,1.5,,8.13,1.0,1.0,4.0,6.0,2017,2017
2489,2151.0,MADHYA PRADESH,23.0,29.0,7.2,7.4,2778.0,4581.0,1.5,2.8,,9.48,1.0,1.0,6.0,12.0,2017,2017
2490,2152.0,MADHYA PRADESH,23.0,29.0,7.4,7.8,1290.0,3076.0,0.8,1.6,,7.86,1.0,1.0,4.0,7.0,2017,2017
2491,2153.0,MADHYA PRADESH,26.0,26.0,7.8,7.8,338.0,338.0,1.2,1.2,,,2.0,2.0,90.0,90.0,2017,2017
2492,2154.0,MADHYA PRADESH,21.0,27.0,8.0,8.6,1612.0,1800.0,2.0,2.8,,,,,,,2017,2017
2493,3333.0,MADHYA PRADESH,26.0,26.0,7.9,7.9,282.0,282.0,1.4,1.4,,,2.0,2.0,90.0,90.0,2017,2017
2494,3334.0,MADHYA PRADESH,25.0,26.0,7.6,7.7,312.0,338.0,1.2,1.4,,19.2,2.0,2.0,110.0,110.0,2017,2017
2495,3335.0,MADHYA PRADESH,18.0,18.0,7.5,7.5,432.0,460.0,1.2,1.2,0.1,0.7,2.0,2.0,2.0,2.0,2017,2017
2496,3336.0,MADHYA PRADESH,30.0,30.0,8.2,8.2,,,1.2,1.2,0.8,0.8,3.0,3.0,11.0,11.0,2017,2017
2497,3336.0,MADHYA PRADESH,20.0,36.0,7.4,8.2,639.0,860.0,1.2,3.2,2.0,2.6,2.0,15.0,11.0,43.0,2017,2017
2498,3337.0,MADHYA PRADESH,19.0,19.0,7.6,8.6,363.0,441.0,0.8,0.8,0.1,0.63,2.0,2.0,2.0,2.0,2017,2017
2499,3338.0,MADHYA PRADESH,24.0,32.0,7.2,7.5,580.0,630.0,1.1,1.2,1.2,1.32,2.0,2.0,13.0,34.0,2017,2017
2500,3339.0,MADHYA PRADESH,21.0,31.0,6.9,7.4,1321.0,2510.0,0.0,1.0,,10.01,1.0,2.0,3.0,50.0,2017,2017
2501,3340.0,MADHYA PRADESH,23.0,29.0,7.3,8.6,619.0,2090.0,0.6,0.8,,10.65,1.0,1.0,5.0,8.0,2017,2017
2502,3341.0,MADHYA PRADESH,24.0,24.0,7.7,7.7,2012.0,2012.0,0.7,0.7,,3.03,1.0,1.0,4.0,4.0,2017,2017
2503,3342.0,MADHYA PRADESH,24.0,24.0,7.3,8.0,378.0,534.0,0.8,0.8,,2.01,1.0,1.0,4.0,4.0,2017,2017
2504,3343.0,MADHYA PRADESH,30.0,30.0,7.1,7.1,1.0,1.0,1.1,1.1,2.69,5.7,2.0,2.0,4.0,6.0,2017,2017
2505,3344.0,MADHYA PRADESH,20.2,35.0,8.0,8.2,522.0,1214.0,0.3,0.5,1.2,2.4,2.0,2.0,2.0,2.0,2017,2017
2506,3345.0,MADHYA PRADESH,28.0,29.0,7.9,8.1,461.0,683.0,0.1,0.4,,1.24,2.0,2.0,2.0,2.0,2017,2017
2507,3822.0,MADHYA PRADESH,19.0,20.0,7.2,7.4,374.0,1047.0,0.6,0.6,0.1,0.1,2.0,2.0,4.0,4.0,2017,2017
2508,3823.0,MADHYA PRADESH,18.0,19.0,7.3,7.4,526.0,536.0,0.2,0.2,0.1,0.7,2.0,2.0,2.0,2.0,2017,2017
2509,3824.0,MADHYA PRADESH,19.0,19.0,7.2,7.7,374.0,463.0,0.1,0.1,0.1,0.2,2.0,2.0,2.0,2.0,2017,2017
2510,2897.0,NAGALAND,25.0,28.1,6.5,8.0,200.0,236.0,,,,0.05,,,,,2017,2017
2511,3825.0,MADHYA PRADESH,19.0,19.0,7.5,8.2,329.0,426.0,0.1,0.1,0.1,0.8,2.0,2.0,2.0,2.0,2017,2017
2512,3826.0,MADHYA PRADESH,18.0,18.0,7.6,8.3,343.0,448.0,0.1,0.1,0.1,0.76,2.0,2.0,2.0,2.0,2017,2017
2513,3827.0,MADHYA PRADESH,19.0,20.0,8.1,8.1,311.0,419.0,0.3,0.3,0.1,0.84,2.0,2.0,2.0,2.0,2017,2017
2514,3837.0,MADHYA PRADESH,20.0,20.0,7.4,7.6,281.0,410.0,1.1,1.4,0.84,2.14,2.0,2.0,2.0,2.0,2017,2017
2515,3838.0,MADHYA PRADESH,20.0,22.0,7.6,7.7,276.0,378.0,1.1,1.7,0.06,0.84,2.0,2.0,2.0,2.0,2017,2017
2516,3839.0,MADHYA PRADESH,19.0,22.0,7.4,7.5,274.0,386.0,1.1,1.7,0.86,1.43,2.0,2.0,2.0,2.0,2017,2017
2517,3840.0,MADHYA PRADESH,18.0,22.0,7.6,7.6,282.0,348.0,1.2,1.4,0.09,0.86,2.0,2.0,2.0,2.0,2017,2017
2518,3841.0,MADHYA PRADESH,19.0,22.0,7.4,7.6,278.0,386.0,1.2,1.4,0.84,1.18,2.0,2.0,2.0,2.0,2017,2017
2519,3842.0,MADHYA PRADESH,18.0,21.0,7.5,7.6,387.0,476.0,1.0,1.6,0.05,0.86,2.0,2.0,2.0,2.0,2017,2017
2520,3843.0,MADHYA PRADESH,19.0,23.0,7.4,7.5,365.0,394.0,1.0,1.7,0.84,1.02,2.0,2.0,2.0,2.0,2017,2017
2521,3844.0,MADHYA PRADESH,19.0,22.0,7.4,7.6,275.0,387.0,1.2,1.7,0.55,0.86,2.0,2.0,2.0,2.0,2017,2017
2522,3854.0,MADHYA PRADESH,28.5,30.0,7.1,7.4,0.0,1.0,0.8,1.0,5.2,6.36,2.0,2.0,4.0,6.0,2017,2017
2523,1985.0,MAHARASHTRA,28.0,33.0,7.6,7.8,2774.0,5760.0,3.0,5.0,0.4,1.3,17.0,17.0,46.0,130.0,2017,2017
2524,1986.0,MAHARASHTRA,30.0,30.0,7.1,7.1,735.0,735.0,3.0,3.0,0.5,0.5,22.0,22.0,120.0,120.0,2017,2017
2525,1987.0,MAHARASHTRA,28.0,33.0,7.0,7.4,2182.0,2680.0,3.2,3.4,0.6,1.6,11.0,26.0,31.0,70.0,2017,2017
2526,1988.0,MAHARASHTRA,30.0,30.0,7.0,7.0,1648.0,1648.0,3.2,3.2,1.7,1.7,63.0,63.0,140.0,140.0,2017,2017
2527,1989.0,MAHARASHTRA,28.0,28.0,7.1,7.1,1133.0,1133.0,4.0,4.0,0.9,0.9,11.0,11.0,70.0,70.0,2017,2017
2528,1992.0,MAHARASHTRA,27.0,30.0,7.8,8.0,1010.0,1591.0,4.2,6.0,1.7,3.9,20.0,20.0,200.0,200.0,2017,2017
2529,1993.0,MAHARASHTRA,24.0,24.0,8.2,8.2,1320.0,1320.0,3.2,3.2,0.98,0.98,2.0,2.0,110.0,110.0,2017,2017
2530,1994.0,MAHARASHTRA,26.0,26.0,8.2,8.2,1192.0,1192.0,4.8,4.8,0.46,0.46,,,,,2017,2017
2531,1995.0,MAHARASHTRA,27.0,29.0,7.5,8.5,950.0,998.0,3.2,5.0,0.22,4.4,49.0,49.0,130.0,130.0,2017,2017
2532,1996.0,MAHARASHTRA,27.0,29.0,7.4,8.4,1002.0,1166.0,5.8,7.0,0.3,3.8,17.0,17.0,70.0,70.0,2017,2017
2533,1997.0,MAHARASHTRA,32.0,42.0,7.6,8.0,316.0,980.0,3.8,5.2,0.22,0.4,,,,,2017,2017
2534,1998.0,MAHARASHTRA,27.0,29.0,7.1,8.4,982.0,2558.0,3.0,3.8,0.36,0.36,31.0,31.0,58.0,58.0,2017,2017
2535,1999.0,MAHARASHTRA,32.0,32.0,7.7,8.2,640.0,1080.0,3.1,3.2,0.3,0.33,,,,,2017,2017
2536,2001.0,MAHARASHTRA,23.0,26.0,7.9,7.9,654.0,1636.0,4.6,5.4,0.72,4.5,13.0,23.0,58.0,79.0,2017,2017
2537,2002.0,MAHARASHTRA,23.5,31.0,7.3,8.0,656.0,1602.0,3.0,4.2,0.22,0.33,17.0,17.0,94.0,94.0,2017,2017
2538,2003.0,MAHARASHTRA,27.0,27.0,8.3,8.3,1022.0,1022.0,3.0,3.0,0.32,0.32,,,,,2017,2017
2539,2004.0,MAHARASHTRA,,,7.4,7.6,1395.0,1607.0,3.2,3.4,1.12,1.58,8.0,8.0,23.0,23.0,2017,2017
2540,2005.0,MAHARASHTRA,,,7.2,7.4,789.0,1555.0,3.0,3.2,1.1,1.41,21.0,21.0,84.0,84.0,2017,2017
2541,2006.0,MAHARASHTRA,,,7.5,7.8,296.0,670.0,2.0,3.0,0.48,1.15,13.0,13.0,46.0,46.0,2017,2017
2542,2007.0,MAHARASHTRA,20.0,21.0,7.2,7.3,1787.0,2686.0,2.4,3.4,1.07,1.4,8.0,8.0,23.0,23.0,2017,2017
2543,2008.0,MAHARASHTRA,21.0,21.0,7.5,7.6,2389.0,2584.0,2.6,3.2,0.94,2.11,4.0,4.0,31.0,31.0,2017,2017
2544,2200.0,MAHARASHTRA,23.0,24.0,8.0,8.5,489.0,1265.0,3.0,4.0,0.2,0.9,2.0,4.0,140.0,170.0,2017,2017
2545,2202.0,MAHARASHTRA,23.0,24.0,7.2,7.5,79.0,480.0,2.4,2.4,0.46,0.62,4.0,4.0,13.0,13.0,2017,2017
2546,2203.0,MAHARASHTRA,32.0,42.2,6.9,8.0,315.0,1210.0,4.2,5.4,0.42,0.43,,,,,2017,2017
2547,2819.0,MAHARASHTRA,27.0,30.0,7.6,7.7,1990.0,4995.0,4.8,7.0,1.6,21.0,25.0,250.0,225.0,1800.0,2017,2017
2548,2820.0,MAHARASHTRA,26.0,30.0,7.8,8.2,695.0,2011.0,5.4,6.0,1.5,4.5,40.0,40.0,350.0,350.0,2017,2017
2549,3450.0,UTTARAKHAND,17.0,18.0,7.0,7.5,422.0,486.0,,,,,2.0,2.0,,,2019,2019
2550,2821.0,MAHARASHTRA,26.0,30.0,7.6,7.8,93.0,775.0,5.5,8.8,0.2,4.0,17.0,45.0,130.0,550.0,2017,2017
2551,2822.0,MAHARASHTRA,28.0,30.0,7.5,7.9,2550.0,5107.0,6.0,9.5,4.7,7.4,20.0,40.0,140.0,425.0,2017,2017
2552,2823.0,MAHARASHTRA,23.0,33.0,7.9,8.0,1194.0,1500.0,4.4,5.0,4.2,5.9,11.0,20.0,110.0,350.0,2017,2017
2553,2825.0,MAHARASHTRA,23.0,24.0,7.7,8.4,1050.0,1922.0,4.4,5.0,0.86,1.0,4.0,6.0,170.0,180.0,2017,2017
2554,2826.0,MAHARASHTRA,32.0,42.0,7.0,8.0,320.0,1492.0,3.2,6.4,0.42,0.56,,,,,2017,2017
2555,2828.0,MAHARASHTRA,28.0,28.0,8.1,8.1,998.0,998.0,5.2,5.2,0.62,0.62,,,,,2017,2017
2556,2829.0,MAHARASHTRA,,,7.1,7.7,509.0,530.0,2.6,3.2,0.57,1.5,21.0,21.0,110.0,110.0,2017,2017
2557,2830.0,MAHARASHTRA,,,7.6,8.2,806.0,1367.0,3.2,3.4,0.96,1.39,17.0,17.0,94.0,94.0,2017,2017
2558,2831.0,MAHARASHTRA,22.0,22.0,7.1,7.1,1412.0,1412.0,2.6,2.6,0.84,0.84,5.0,5.0,46.0,46.0,2017,2017
2559,2832.0,MAHARASHTRA,22.0,23.0,7.8,8.3,75.0,285.0,2.6,3.2,0.49,1.11,13.0,13.0,34.0,34.0,2017,2017
2560,2833.0,MAHARASHTRA,23.0,24.0,7.4,7.5,164.0,287.0,2.6,3.2,0.36,0.66,5.0,5.0,14.0,14.0,2017,2017
2561,2834.0,MAHARASHTRA,23.0,24.0,6.5,7.4,170.0,2210.0,2.8,3.4,0.48,0.69,7.0,7.0,14.0,14.0,2017,2017
2562,2835.0,MAHARASHTRA,22.0,23.0,7.7,8.0,65.0,170.0,2.4,2.8,0.45,0.65,17.0,17.0,31.0,31.0,2017,2017
2563,1923.0,MANIPUR,23.1,23.1,7.2,7.2,290.0,290.0,3.0,3.0,,,,,93.0,93.0,2017,2017
2564,1634.0,MEGHALAYA,18.0,19.0,5.2,6.6,280.0,327.0,1.8,2.0,9.5,14.6,10.0,12.0,30.0,45.0,2017,2017
2565,1635.0,MEGHALAYA,18.0,18.0,5.8,6.7,289.0,312.0,1.8,1.9,8.74,16.28,12.0,20.0,48.0,60.0,2017,2017
2566,1636.0,MEGHALAYA,25.0,25.0,6.0,6.5,112.0,115.0,1.0,2.0,0.68,2.54,12.0,20.0,60.0,120.0,2017,2017
2567,1637.0,MEGHALAYA,15.0,19.0,5.5,6.6,110.0,117.0,1.2,2.1,1.2,5.0,6.0,8.0,24.0,28.0,2017,2017
2568,1638.0,MEGHALAYA,18.0,23.0,5.8,7.1,130.0,155.0,1.0,1.2,8.2,9.34,2.0,4.0,22.0,28.0,2017,2017
2569,3385.0,MEGHALAYA,14.0,16.0,6.7,6.9,47.0,50.0,2.0,2.0,0.27,0.4,8.0,8.0,22.0,30.0,2017,2017
2570,3386.0,MEGHALAYA,42.0,45.0,9.4,9.6,340.0,345.0,1.0,1.0,0.41,0.45,2.0,2.0,17.0,20.0,2017,2017
2571,2054.0,MIZORAM,18.0,25.0,7.2,7.9,104.0,277.0,0.6,2.2,0.02,0.09,,,93.0,1100.0,2017,2017
2572,2055.0,MIZORAM,12.0,22.0,6.6,7.8,147.0,351.0,0.4,5.7,0.04,0.09,,,1100.0,1100.0,2017,2017
2573,3725.0,MIZORAM,18.0,22.0,7.2,7.6,105.0,276.0,0.8,1.7,0.02,0.06,9.0,9.0,2400.0,2400.0,2017,2017
2574,3726.0,MIZORAM,18.0,24.0,7.0,7.7,127.0,237.0,0.3,2.4,,0.08,,,460.0,460.0,2017,2017
2575,3727.0,MIZORAM,18.0,22.5,6.9,7.5,112.0,261.0,0.6,1.6,0.04,0.57,,,2400.0,2400.0,2017,2017
2576,3728.0,MIZORAM,15.0,22.0,6.2,7.4,156.0,944.0,0.9,2.1,0.02,0.06,,,2400.0,2400.0,2017,2017
2577,3729.0,MIZORAM,18.0,25.0,7.0,7.5,144.0,404.0,0.3,2.3,0.03,0.1,,,,,2017,2017
2578,3730.0,MIZORAM,17.0,23.0,2.8,7.5,124.0,420.0,0.4,2.5,0.02,0.1,,,,,2017,2017
2579,3731.0,MIZORAM,17.0,24.0,6.4,7.5,117.0,429.0,0.2,2.7,0.03,0.1,,,,,2017,2017
2580,3732.0,MIZORAM,18.0,23.0,6.0,7.6,133.0,566.0,0.3,2.5,0.02,0.08,,,,,2017,2017
2581,3733.0,MIZORAM,18.0,22.0,6.2,7.7,144.0,917.0,0.5,2.3,0.02,0.07,,,,,2017,2017
2582,3737.0,MIZORAM,15.0,24.0,6.6,7.5,120.0,310.0,0.7,2.2,0.02,0.07,,,,,2017,2017
2583,3738.0,MIZORAM,13.0,23.0,7.1,7.4,114.0,278.0,0.9,4.0,0.02,0.06,,,,,2017,2017
2584,3739.0,MIZORAM,18.0,24.0,6.9,7.9,111.0,310.0,0.1,5.1,0.04,0.11,,,,,2017,2017
2585,3741.0,MIZORAM,18.0,26.0,6.5,7.6,92.0,361.0,1.0,2.6,0.02,0.08,,,,,2017,2017
2586,3742.0,MIZORAM,19.0,25.0,6.9,7.7,84.0,364.0,0.3,4.0,0.02,0.13,,,,,2017,2017
2587,3745.0,MIZORAM,14.0,23.0,7.2,8.3,97.0,302.0,1.1,2.1,0.02,0.09,,,,,2017,2017
2588,3748.0,MIZORAM,15.0,22.0,7.2,7.5,104.0,333.0,1.1,2.1,0.03,0.1,,,,,2017,2017
2589,3753.0,MIZORAM,10.0,25.0,6.2,7.4,142.0,400.0,1.0,2.5,0.02,0.09,,,,,2017,2017
2590,3758.0,MIZORAM,15.0,23.0,6.7,7.3,152.0,324.0,0.5,2.3,0.04,0.11,,,,,2017,2017
2591,2896.0,NAGALAND,19.7,27.5,7.4,8.5,460.0,712.0,,,,0.06,,,,,2017,2017
2592,2898.0,NAGALAND,27.0,27.4,5.5,6.3,120.0,183.0,,,,1.59,,,,,2017,2017
2593,2899.0,NAGALAND,,,7.5,7.5,248.0,248.0,,,0.12,0.12,,,,,2017,2017
2594,2900.0,NAGALAND,26.4,26.4,5.5,8.3,254.0,294.0,,,,2.88,,,,,2017,2017
2595,2901.0,NAGALAND,34.0,34.0,6.5,7.6,160.0,575.0,,,,1.4,,,,,2017,2017
2596,2902.0,NAGALAND,28.8,28.8,7.1,8.5,9.0,376.0,,,,0.12,,,,,2017,2017
2597,2903.0,NAGALAND,24.5,24.5,7.2,7.5,460.0,523.0,,,,0.29,,,,,2017,2017
2598,2904.0,NAGALAND,25.7,25.7,5.5,7.8,654.0,922.0,,,,5.2,,,,,2017,2017
2599,2905.0,NAGALAND,26.3,26.3,6.5,7.8,256.0,442.0,,,,0.11,,,,,2017,2017
2600,1644.0,ODISHA,23.0,29.0,7.1,8.4,405.0,541.0,0.1,0.5,0.23,0.95,2.0,2.0,2.0,2.0,2017,2017
2601,1645.0,ODISHA,29.0,29.0,8.3,8.3,576.0,576.0,0.4,0.4,0.17,0.17,2.0,2.0,2.0,2.0,2017,2017
2602,1646.0,ODISHA,23.0,29.0,7.7,8.3,147.0,207.0,0.2,0.5,0.47,2.73,2.0,2.0,2.0,2.0,2017,2017
2603,1647.0,ODISHA,22.0,29.0,7.6,8.4,327.0,639.0,0.7,1.3,0.28,1.03,2.0,2.0,2.0,2.0,2017,2017
2604,1648.0,ODISHA,24.0,29.0,7.9,8.3,362.0,393.0,0.1,0.6,4.34,6.52,2.0,4.0,2.0,4.0,2017,2017
2605,1649.0,ODISHA,29.0,29.0,7.0,7.6,236.0,904.0,1.4,1.6,0.13,6.57,2.0,2.0,2.0,2.0,2017,2017
2606,1650.0,ODISHA,29.0,30.0,6.7,7.6,254.0,267.0,0.1,0.3,0.37,6.25,2.0,2.0,2.0,2.0,2017,2017
2607,1651.0,ODISHA,28.0,29.0,7.4,7.5,550.0,660.0,0.7,1.1,2.09,3.27,26.0,1400.0,110.0,3500.0,2017,2017
2608,1652.0,ODISHA,28.0,30.0,5.3,6.3,65.0,140.0,0.2,0.7,2.26,7.2,2.0,2.0,2.0,2.0,2017,2017
2609,1654.0,ODISHA,26.0,26.0,6.9,6.9,209.0,209.0,0.3,0.3,3.27,3.27,2.0,2.0,2.0,2.0,2017,2017
2610,1655.0,ODISHA,26.0,29.0,7.1,7.9,1247.0,19840.0,0.2,0.5,0.11,0.61,2.0,2.0,2.0,23.0,2017,2017
2611,1656.0,ODISHA,25.0,29.0,7.5,7.9,1138.0,1257.0,0.3,1.2,3.93,10.62,2.0,2.0,2.0,130.0,2017,2017
2612,1657.0,ODISHA,21.0,29.0,7.5,7.9,1020.0,1205.0,1.5,1.9,4.08,6.42,2.0,130.0,2.0,330.0,2017,2017
2613,3964.0,ODISHA,23.0,30.0,8.0,8.1,548.0,780.0,0.4,0.8,0.23,0.36,2.0,280.0,33.0,1600.0,2017,2017
2614,3965.0,ODISHA,23.0,30.0,7.9,8.1,1068.0,1155.0,0.6,0.6,0.37,3.96,2.0,17.0,2.0,350.0,2017,2017
2615,3966.0,ODISHA,26.0,30.0,7.5,7.6,982.0,1467.0,0.1,0.7,3.45,10.68,2.0,11.0,11.0,79.0,2017,2017
2616,3967.0,ODISHA,23.0,30.0,7.6,7.7,1022.0,1867.0,0.3,1.1,9.52,18.01,2.0,140.0,2.0,140.0,2017,2017
2617,3968.0,ODISHA,28.0,32.0,7.7,7.8,507.0,657.0,0.2,0.9,0.72,0.9,2.0,130.0,49.0,540.0,2017,2017
2618,3969.0,ODISHA,30.0,30.0,7.8,7.8,359.0,359.0,0.4,0.4,3.78,3.78,2.0,2.0,2.0,2.0,2017,2017
2619,3970.0,ODISHA,29.0,30.0,7.7,8.1,379.0,687.0,0.5,0.5,1.59,4.45,17.0,49.0,130.0,350.0,2017,2017
2620,3971.0,ODISHA,27.0,28.0,7.5,7.7,1369.0,1373.0,0.1,0.8,11.25,19.24,2.0,5.0,2.0,5.0,2017,2017
2621,3972.0,ODISHA,28.0,28.0,7.9,8.2,363.0,483.0,0.2,0.5,0.33,1.04,2.0,2.0,2.0,2.0,2017,2017
2622,3973.0,ODISHA,27.0,27.0,7.6,7.8,642.0,648.0,1.0,1.6,1.75,7.5,2.0,2.0,2.0,2.0,2017,2017
2623,3974.0,ODISHA,27.0,28.0,7.9,8.2,271.0,503.0,0.5,0.6,0.2,0.27,2.0,2.0,2.0,2.0,2017,2017
2624,3975.0,ODISHA,28.0,28.0,7.7,7.9,690.0,834.0,0.1,1.2,0.37,10.21,2.0,2.0,2.0,2.0,2017,2017
2625,3976.0,ODISHA,28.0,28.0,7.9,8.7,699.0,776.0,0.1,0.6,1.8,3.8,2.0,2.0,2.0,79.0,2017,2017
2626,3977.0,ODISHA,28.0,28.0,7.7,7.7,1246.0,1562.0,0.1,0.6,0.15,0.2,2.0,2.0,2.0,2.0,2017,2017
2627,3978.0,ODISHA,28.0,29.0,7.5,8.3,713.0,803.0,0.1,0.7,3.45,5.93,2.0,2.0,2.0,2.0,2017,2017
2628,3979.0,ODISHA,28.0,28.0,8.1,8.7,647.0,1141.0,0.1,0.2,4.84,7.68,2.0,2.0,2.0,2.0,2017,2017
2629,3981.0,ODISHA,20.0,30.0,7.7,7.9,142.0,180.0,0.4,1.0,2.09,4.53,2.0,2.0,2.0,2.0,2017,2017
2630,3982.0,ODISHA,20.0,32.0,7.3,7.7,133.0,143.0,0.5,1.5,0.4,4.1,2.0,2.0,2.0,2.0,2017,2017
2631,3983.0,ODISHA,19.0,35.0,7.3,7.6,114.0,143.0,0.5,0.6,2.55,3.07,2.0,2.0,2.0,2.0,2017,2017
2632,3984.0,ODISHA,20.0,37.0,7.1,7.5,146.0,351.0,1.5,1.6,0.26,0.82,2.0,2.0,2.0,2.0,2017,2017
2633,3985.0,ODISHA,19.0,38.0,7.8,8.2,307.0,330.0,0.1,1.2,0.54,2.45,2.0,330.0,2.0,1300.0,2017,2017
